interactionId,date,customerIdx,empNo,empName,type,outcomeScore,accountHolderId,policyAccountNumber,customerId,customerName
487,2017-11-16T18:44:40.000Z,139,10701,"Zolotykh, Hyuncheol",cancel,negative,Y097OM64H,7967 013 2594-13,K4UL65HE78S,Hermila Wirt
488,2013-07-01T14:42:50.588Z,139,10701,"Zolotykh, Hyuncheol",beneficiarychange,positive,Y097OM64H,7967 013 2594-13,K4UL65HE78S,Hermila Wirt
489,2012-12-08T12:50:36.213Z,140,10721,"Redmiles, Bernd",complaint,negative,C900DT05G,8673 198 6215-27,H1QR21BK39D,Shasta Sowa
490,2014-09-04T02:14:21.291Z,140,10721,"Redmiles, Bernd",renewal,positive,C900DT05G,8673 198 6215-27,H1QR21BK39D,Shasta Sowa
491,2014-08-16T03:27:52.766Z,141,10895,"Petersohn, Vishwani",cancel,negative,C900DT05G,6422 497 4272-98,H1QR21BK39D,Shasta Sowa
492,2017-03-23T09:55:20.210Z,142,10646,"Chorvat, Uri",question,negative,Q358LO59S,3806 061 9653-70,W4GX25QI83U,Viki Fairley
493,2013-11-16T16:36:40.897Z,142,10646,"Chorvat, Uri",question,negative,Q358LO59S,3806 061 9653-70,W4GX25QI83U,Viki Fairley
494,2010-04-02T11:41:39.363Z,142,10646,"Chorvat, Uri",other,positive,Q358LO59S,3806 061 9653-70,W4GX25QI83U,Viki Fairley
495,2014-07-12T04:41:13.815Z,142,10646,"Chorvat, Uri",beneficiarychange,negative,Q358LO59S,3806 061 9653-70,W4GX25QI83U,Viki Fairley
496,2017-12-11T21:07:04.215Z,142,10646,"Chorvat, Uri",other,negative,Q358LO59S,3806 061 9653-70,W4GX25QI83U,Viki Fairley
497,2016-07-06T03:18:19.346Z,143,10382,"Dredge, Shirish",other,negative,V675QB72T,7112 194 7001-01,X1PT37PP66Y,Yoshie Didomenico
498,2017-03-01T21:01:31.545Z,143,10382,"Dredge, Shirish",policychange,positive,V675QB72T,7112 194 7001-01,X1PT37PP66Y,Yoshie Didomenico
499,2015-12-28T22:07:23.953Z,144,10701,"Zolotykh, Hyuncheol",beneficiarychange,negative,V675QB72T,9418 520 6480-90,X1PT37PP66Y,Yoshie Didomenico
500,2017-04-01T15:37:44.695Z,145,10865,"Etalle, Danco",question,negative,Y429PG98E,8561 097 8361-42,T1IC36IO74G,Casey Navaro
501,2017-05-21T10:11:46.248Z,145,10865,"Etalle, Danco",policychange,positive,Y429PG98E,8561 097 8361-42,T1IC36IO74G,Casey Navaro
502,2010-01-17T18:42:07.174Z,145,10865,"Etalle, Danco",cancel,negative,Y429PG98E,8561 097 8361-42,T1IC36IO74G,Casey Navaro
503,2018-01-10T09:17:32.785Z,145,10865,"Etalle, Danco",cancel,negative,Y429PG98E,8561 097 8361-42,T1IC36IO74G,Casey Navaro
504,2015-11-04T18:35:38.004Z,146,10374,"Rosin, Willard",question,negative,A851RU03F,5495 876 6132-64,Z3VD29SC47G,Willy Longs
505,2017-06-04T08:09:43.747Z,146,10374,"Rosin, Willard",other,positive,A851RU03F,5495 876 6132-64,Z3VD29SC47G,Willy Longs
506,2015-03-03T15:42:23.840Z,146,10374,"Rosin, Willard",cancel,negative,A851RU03F,5495 876 6132-64,Z3VD29SC47G,Willy Longs
507,2018-02-05T11:30:51.709Z,146,10374,"Rosin, Willard",other,positive,A851RU03F,5495 876 6132-64,Z3VD29SC47G,Willy Longs
508,2015-08-16T17:50:06.467Z,146,10374,"Rosin, Willard",other,negative,A851RU03F,5495 876 6132-64,Z3VD29SC47G,Willy Longs
509,2017-04-28T02:01:10.627Z,146,10374,"Rosin, Willard",question,negative,A851RU03F,5495 876 6132-64,Z3VD29SC47G,Willy Longs
510,2015-06-12T02:14:12.607Z,146,10374,"Rosin, Willard",cancel,negative,A851RU03F,5495 876 6132-64,Z3VD29SC47G,Willy Longs
511,2010-11-08T18:51:46.828Z,146,10374,"Rosin, Willard",cancel,negative,A851RU03F,5495 876 6132-64,Z3VD29SC47G,Willy Longs
512,2015-03-01T02:47:32.277Z,147,10335,"Bahi, Toshimori",renewal,positive,X910MP01A,6327 689 2934-85,L5RK59CL99K,Arcelia Fouse
513,2018-05-23T16:40:48.753Z,147,10335,"Bahi, Toshimori",question,positive,X910MP01A,6327 689 2934-85,L5RK59CL99K,Arcelia Fouse
514,2012-06-13T07:10:08.451Z,147,10335,"Bahi, Toshimori",cancel,negative,X910MP01A,6327 689 2934-85,L5RK59CL99K,Arcelia Fouse
515,2012-03-09T00:29:03.359Z,147,10335,"Bahi, Toshimori",policychange,positive,X910MP01A,6327 689 2934-85,L5RK59CL99K,Arcelia Fouse
516,2014-12-24T22:04:36.437Z,147,10335,"Bahi, Toshimori",beneficiarychange,positive,X910MP01A,6327 689 2934-85,L5RK59CL99K,Arcelia Fouse
517,2018-02-02T07:49:59.014Z,147,10335,"Bahi, Toshimori",question,positive,X910MP01A,6327 689 2934-85,L5RK59CL99K,Arcelia Fouse
518,2014-10-14T17:05:16.668Z,147,10335,"Bahi, Toshimori",policychange,negative,X910MP01A,6327 689 2934-85,L5RK59CL99K,Arcelia Fouse
519,2013-11-04T12:58:05.522Z,148,10817,"Rullman, Uri",other,negative,X910MP01A,9971 174 7482-81,L5RK59CL99K,Arcelia Fouse
520,2014-12-27T18:21:34.279Z,149,10903,"Nyanchama, Visit",other,negative,W529KX64U,9114 342 4304-54,S7EK25ZS79I,Ross Liendo
521,2011-05-21T14:41:03.165Z,150,10349,"Brodie, Oksana",question,positive,D136LB47L,5258 149 9308-75,G2HR65CB69E,Dominque Mammoccio
522,2013-05-04T10:30:24.328Z,150,10349,"Brodie, Oksana",complaint,negative,D136LB47L,5258 149 9308-75,G2HR65CB69E,Dominque Mammoccio
523,2011-10-20T16:07:55.542Z,150,10349,"Brodie, Oksana",other,negative,D136LB47L,5258 149 9308-75,G2HR65CB69E,Dominque Mammoccio
524,2011-01-31T12:53:14.837Z,151,10098,"Servieres, Sreekrishna",policychange,positive,L753VU52T,3268 646 5223-65,V1UQ89IT14H,Kyra Bhattacharya
525,2012-07-15T10:41:41.040Z,151,10098,"Servieres, Sreekrishna",complaint,negative,L753VU52T,3268 646 5223-65,V1UQ89IT14H,Kyra Bhattacharya
526,2011-08-27T20:13:51.331Z,151,10098,"Servieres, Sreekrishna",policychange,positive,L753VU52T,3268 646 5223-65,V1UQ89IT14H,Kyra Bhattacharya
527,2010-04-10T05:46:10.119Z,151,10098,"Servieres, Sreekrishna",cancel,negative,L753VU52T,3268 646 5223-65,V1UQ89IT14H,Kyra Bhattacharya
528,2014-08-12T08:49:34.856Z,151,10098,"Servieres, Sreekrishna",policychange,positive,L753VU52T,3268 646 5223-65,V1UQ89IT14H,Kyra Bhattacharya
529,2016-04-22T17:57:36.154Z,152,10775,"Sluis, Xiaoheng",beneficiarychange,negative,R403ON30N,2499 741 8495-68,L5LA62WA11B,Leonia Schumachor
530,2017-02-23T19:19:55.448Z,152,10775,"Sluis, Xiaoheng",question,positive,R403ON30N,2499 741 8495-68,L5LA62WA11B,Leonia Schumachor
531,2010-04-19T15:40:07.204Z,152,10775,"Sluis, Xiaoheng",other,positive,R403ON30N,2499 741 8495-68,L5LA62WA11B,Leonia Schumachor
532,2011-05-09T11:36:49.332Z,152,10775,"Sluis, Xiaoheng",question,neutral,R403ON30N,2499 741 8495-68,L5LA62WA11B,Leonia Schumachor
533,2012-05-30T08:01:54.137Z,152,10775,"Sluis, Xiaoheng",renewal,positive,R403ON30N,2499 741 8495-68,L5LA62WA11B,Leonia Schumachor
534,2012-08-05T04:48:33.043Z,152,10775,"Sluis, Xiaoheng",beneficiarychange,negative,R403ON30N,2499 741 8495-68,L5LA62WA11B,Leonia Schumachor
535,2016-09-29T01:39:50.665Z,153,10210,"Alpin, Yuping",question,negative,K602LS79N,8868 642 1207-73,H1QP65XS23A,Kamilah Whittenburg
536,2013-06-03T10:49:50.454Z,153,10210,"Alpin, Yuping",other,positive,K602LS79N,8868 642 1207-73,H1QP65XS23A,Kamilah Whittenburg
537,2017-06-07T19:11:26.820Z,154,10856,"Peck, Sreenivas",other,negative,O499LQ76Q,9268 883 6813-55,T6NM15TG61D,Elsie Cassion
538,2016-10-07T05:48:27.575Z,154,10856,"Peck, Sreenivas",question,neutral,O499LQ76Q,9268 883 6813-55,T6NM15TG61D,Elsie Cassion
539,2013-03-17T05:46:16.937Z,154,10856,"Peck, Sreenivas",question,negative,O499LQ76Q,9268 883 6813-55,T6NM15TG61D,Elsie Cassion
540,2010-05-03T04:02:18.565Z,154,10856,"Peck, Sreenivas",beneficiarychange,positive,O499LQ76Q,9268 883 6813-55,T6NM15TG61D,Elsie Cassion
541,2010-04-22T23:29:33.775Z,156,10841,"Lieberherr, Pranav",beneficiarychange,positive,L478AB65Z,9722 267 0762-60,R0LX16CQ48Z,Nada Damphousse
542,2014-04-20T16:35:27.248Z,156,10841,"Lieberherr, Pranav",renewal,positive,L478AB65Z,9722 267 0762-60,R0LX16CQ48Z,Nada Damphousse
543,2015-05-06T01:24:16.678Z,156,10841,"Lieberherr, Pranav",other,negative,L478AB65Z,9722 267 0762-60,R0LX16CQ48Z,Nada Damphousse
544,2017-09-01T21:23:34.194Z,156,10841,"Lieberherr, Pranav",question,positive,L478AB65Z,9722 267 0762-60,R0LX16CQ48Z,Nada Damphousse
545,2013-01-18T08:25:46.848Z,156,10841,"Lieberherr, Pranav",question,positive,L478AB65Z,9722 267 0762-60,R0LX16CQ48Z,Nada Damphousse
546,2011-05-03T13:04:46.589Z,157,10775,"Sluis, Xiaoheng",question,negative,Q779TN99W,0128 052 9932-23,Z3FF82EC30L,Terrell Reiher
547,2015-01-13T07:25:56.132Z,157,10775,"Sluis, Xiaoheng",beneficiarychange,positive,Q779TN99W,0128 052 9932-23,Z3FF82EC30L,Terrell Reiher
548,2016-03-31T16:35:06.357Z,157,10775,"Sluis, Xiaoheng",other,negative,Q779TN99W,0128 052 9932-23,Z3FF82EC30L,Terrell Reiher
549,2012-05-11T09:05:50.974Z,157,10775,"Sluis, Xiaoheng",other,positive,Q779TN99W,0128 052 9932-23,Z3FF82EC30L,Terrell Reiher
550,2014-08-01T10:27:06.045Z,157,10775,"Sluis, Xiaoheng",policychange,positive,Q779TN99W,0128 052 9932-23,Z3FF82EC30L,Terrell Reiher
551,2018-06-15T21:47:47.852Z,157,10775,"Sluis, Xiaoheng",question,negative,Q779TN99W,0128 052 9932-23,Z3FF82EC30L,Terrell Reiher
552,2017-09-16T12:08:45.566Z,157,10775,"Sluis, Xiaoheng",beneficiarychange,negative,Q779TN99W,0128 052 9932-23,Z3FF82EC30L,Terrell Reiher
553,2011-12-17T03:46:41.427Z,158,10128,"Lamba, Babette",renewal,positive,Q779TN99W,1890 658 9513-37,Z3FF82EC30L,Terrell Reiher
554,2012-02-22T12:35:44.922Z,158,10128,"Lamba, Babette",beneficiarychange,negative,Q779TN99W,1890 658 9513-37,Z3FF82EC30L,Terrell Reiher
555,2011-03-22T07:53:06.673Z,158,10128,"Lamba, Babette",cancel,negative,Q779TN99W,1890 658 9513-37,Z3FF82EC30L,Terrell Reiher
556,2011-03-25T17:00:14.526Z,158,10128,"Lamba, Babette",renewal,positive,Q779TN99W,1890 658 9513-37,Z3FF82EC30L,Terrell Reiher
557,2015-12-30T03:09:42.461Z,158,10128,"Lamba, Babette",other,positive,Q779TN99W,1890 658 9513-37,Z3FF82EC30L,Terrell Reiher
558,2014-07-12T14:28:53.723Z,158,10128,"Lamba, Babette",question,positive,Q779TN99W,1890 658 9513-37,Z3FF82EC30L,Terrell Reiher
559,2015-05-30T23:51:29.415Z,160,10453,"Matzel, Tsvetan",cancel,negative,F625KG32D,8387 026 1403-95,S8CP52TR88Y,Minh Bocchicchio
560,2013-10-03T09:12:07.608Z,160,10453,"Matzel, Tsvetan",question,positive,F625KG32D,8387 026 1403-95,S8CP52TR88Y,Minh Bocchicchio
561,2017-12-14T16:54:49.689Z,160,10453,"Matzel, Tsvetan",complaint,negative,F625KG32D,8387 026 1403-95,S8CP52TR88Y,Minh Bocchicchio
562,2012-04-15T13:10:35.864Z,160,10453,"Matzel, Tsvetan",cancel,negative,F625KG32D,8387 026 1403-95,S8CP52TR88Y,Minh Bocchicchio
563,2015-04-06T05:09:08.642Z,160,10453,"Matzel, Tsvetan",question,negative,F625KG32D,8387 026 1403-95,S8CP52TR88Y,Minh Bocchicchio
564,2015-08-13T11:01:53.620Z,161,10374,"Rosin, Willard",other,positive,F625KG32D,9803 489 3617-27,S8CP52TR88Y,Minh Bocchicchio
565,2013-08-13T19:02:47.883Z,162,10775,"Sluis, Xiaoheng",question,positive,F625KG32D,1661 733 6634-52,S8CP52TR88Y,Minh Bocchicchio
566,2017-07-21T20:43:58.741Z,162,10775,"Sluis, Xiaoheng",other,positive,F625KG32D,1661 733 6634-52,S8CP52TR88Y,Minh Bocchicchio
567,2013-11-24T16:31:37.788Z,162,10775,"Sluis, Xiaoheng",other,positive,F625KG32D,1661 733 6634-52,S8CP52TR88Y,Minh Bocchicchio
568,2018-04-23T07:16:24.744Z,162,10775,"Sluis, Xiaoheng",beneficiarychange,positive,F625KG32D,1661 733 6634-52,S8CP52TR88Y,Minh Bocchicchio
569,2013-09-06T12:02:26.985Z,163,10382,"Dredge, Shirish",renewal,positive,F625KG32D,4884 641 7631-14,S8CP52TR88Y,Minh Bocchicchio
570,2016-06-02T13:04:10.891Z,163,10382,"Dredge, Shirish",renewal,positive,F625KG32D,4884 641 7631-14,S8CP52TR88Y,Minh Bocchicchio
571,2018-01-21T02:07:20.089Z,163,10382,"Dredge, Shirish",beneficiarychange,positive,F625KG32D,4884 641 7631-14,S8CP52TR88Y,Minh Bocchicchio
572,2012-03-15T19:10:40.962Z,163,10382,"Dredge, Shirish",question,positive,F625KG32D,4884 641 7631-14,S8CP52TR88Y,Minh Bocchicchio
573,2010-12-24T15:01:12.778Z,163,10382,"Dredge, Shirish",other,positive,F625KG32D,4884 641 7631-14,S8CP52TR88Y,Minh Bocchicchio
574,2014-06-18T14:54:15.626Z,164,10926,"Eppinger, Leni",policychange,negative,P711PH53I,3290 412 8859-42,L1EL66SL80L,Pamula Reggio
575,2015-11-12T07:20:58.250Z,164,10926,"Eppinger, Leni",complaint,negative,P711PH53I,3290 412 8859-42,L1EL66SL80L,Pamula Reggio
576,2013-02-07T18:12:23.712Z,164,10926,"Eppinger, Leni",other,negative,P711PH53I,3290 412 8859-42,L1EL66SL80L,Pamula Reggio
577,2016-03-22T04:51:38.240Z,164,10926,"Eppinger, Leni",policychange,negative,P711PH53I,3290 412 8859-42,L1EL66SL80L,Pamula Reggio
578,2017-01-17T16:04:37.404Z,165,10580,"Rehfuss, Christoper",cancel,negative,P711PH53I,9648 834 9093-91,L1EL66SL80L,Pamula Reggio
579,2016-07-25T23:46:29.559Z,165,10580,"Rehfuss, Christoper",other,positive,P711PH53I,9648 834 9093-91,L1EL66SL80L,Pamula Reggio
580,2011-09-12T01:36:32.651Z,166,10374,"Rosin, Willard",beneficiarychange,negative,P711PH53I,1115 350 4805-34,L1EL66SL80L,Pamula Reggio
581,2017-10-07T12:31:29.868Z,166,10374,"Rosin, Willard",question,negative,P711PH53I,1115 350 4805-34,L1EL66SL80L,Pamula Reggio
582,2011-01-10T13:01:39.737Z,167,10088,"Syrzycki, Jungsoon",beneficiarychange,negative,P711PH53I,7485 421 9706-40,L1EL66SL80L,Pamula Reggio
583,2013-10-23T04:51:06.497Z,167,10088,"Syrzycki, Jungsoon",beneficiarychange,positive,P711PH53I,7485 421 9706-40,L1EL66SL80L,Pamula Reggio
584,2014-12-08T13:46:17.895Z,167,10088,"Syrzycki, Jungsoon",cancel,negative,P711PH53I,7485 421 9706-40,L1EL66SL80L,Pamula Reggio
585,2013-03-07T16:32:41.085Z,169,10903,"Nyanchama, Visit",question,positive,X855XK15S,6631 630 8613-73,Q6LW40AZ08N,Joyce Eisner
586,2014-11-12T05:29:53.863Z,169,10903,"Nyanchama, Visit",beneficiarychange,negative,X855XK15S,6631 630 8613-73,Q6LW40AZ08N,Joyce Eisner
587,2010-05-24T03:51:53.048Z,170,10453,"Matzel, Tsvetan",complaint,negative,R492LL96F,1811 004 1724-01,F9ZP72RD16N,Kayleigh Doing
588,2015-07-26T15:54:29.297Z,170,10453,"Matzel, Tsvetan",cancel,negative,R492LL96F,1811 004 1724-01,F9ZP72RD16N,Kayleigh Doing
589,2014-11-11T22:56:07.233Z,170,10453,"Matzel, Tsvetan",beneficiarychange,negative,R492LL96F,1811 004 1724-01,F9ZP72RD16N,Kayleigh Doing
590,2017-07-25T15:26:14.200Z,170,10453,"Matzel, Tsvetan",other,positive,R492LL96F,1811 004 1724-01,F9ZP72RD16N,Kayleigh Doing
591,2012-11-16T02:08:28.256Z,171,10682,"Haumacher, Bedir",beneficiarychange,negative,L125SE01L,7413 743 7131-71,B0NY68NH75G,Laveta Ripke
592,2012-11-28T05:14:38.946Z,171,10682,"Haumacher, Bedir",question,neutral,L125SE01L,7413 743 7131-71,B0NY68NH75G,Laveta Ripke
593,2010-06-14T17:41:51.635Z,172,10088,"Syrzycki, Jungsoon",other,positive,M189LA41B,6350 426 5916-79,D3HT41YB65D,Louanne Laprete
594,2015-12-02T01:49:07.271Z,172,10088,"Syrzycki, Jungsoon",beneficiarychange,positive,M189LA41B,6350 426 5916-79,D3HT41YB65D,Louanne Laprete
595,2013-10-03T11:29:50.253Z,172,10088,"Syrzycki, Jungsoon",complaint,negative,M189LA41B,6350 426 5916-79,D3HT41YB65D,Louanne Laprete
596,2015-08-28T04:27:54.262Z,172,10088,"Syrzycki, Jungsoon",other,negative,M189LA41B,6350 426 5916-79,D3HT41YB65D,Louanne Laprete
597,2015-02-21T13:48:02.512Z,172,10088,"Syrzycki, Jungsoon",renewal,positive,M189LA41B,6350 426 5916-79,D3HT41YB65D,Louanne Laprete
598,2012-01-28T00:39:46.325Z,173,10210,"Alpin, Yuping",question,positive,P824RL80N,3010 708 8674-68,T0LN54EC25F,Duane Pulido
599,2018-04-24T20:40:02.902Z,173,10210,"Alpin, Yuping",cancel,negative,P824RL80N,3010 708 8674-68,T0LN54EC25F,Duane Pulido
600,2011-08-19T13:00:38.950Z,173,10210,"Alpin, Yuping",question,negative,P824RL80N,3010 708 8674-68,T0LN54EC25F,Duane Pulido
601,2018-03-05T09:05:21.048Z,173,10210,"Alpin, Yuping",question,negative,P824RL80N,3010 708 8674-68,T0LN54EC25F,Duane Pulido
602,2017-12-21T02:08:07.632Z,173,10210,"Alpin, Yuping",renewal,positive,P824RL80N,3010 708 8674-68,T0LN54EC25F,Duane Pulido
603,2012-12-05T16:57:39.463Z,173,10210,"Alpin, Yuping",beneficiarychange,positive,P824RL80N,3010 708 8674-68,T0LN54EC25F,Duane Pulido
604,2012-09-01T07:02:33.918Z,174,10412,"Fabrizio, Masoud",other,positive,P824RL80N,8167 748 2468-34,T0LN54EC25F,Duane Pulido
605,2015-02-12T20:45:08.839Z,174,10412,"Fabrizio, Masoud",question,negative,P824RL80N,8167 748 2468-34,T0LN54EC25F,Duane Pulido
606,2011-01-03T16:43:49.087Z,174,10412,"Fabrizio, Masoud",question,neutral,P824RL80N,8167 748 2468-34,T0LN54EC25F,Duane Pulido
607,2012-07-15T18:20:13.440Z,174,10412,"Fabrizio, Masoud",question,neutral,P824RL80N,8167 748 2468-34,T0LN54EC25F,Duane Pulido
608,2017-10-04T19:40:26.556Z,175,10865,"Etalle, Danco",renewal,positive,Q509IW45K,8025 692 7307-50,I7WA38HY79Z,Lesley Hartfield
609,2017-07-09T17:05:24.567Z,176,10735,"Gewali, Morrie",other,negative,Q509IW45K,9192 445 3706-37,I7WA38HY79Z,Lesley Hartfield
610,2010-08-29T16:50:22.214Z,177,10869,"Jonsson, Guangming",other,positive,Q509IW45K,6830 988 4636-49,I7WA38HY79Z,Lesley Hartfield
611,2012-08-18T09:32:15.645Z,177,10869,"Jonsson, Guangming",policychange,negative,Q509IW45K,6830 988 4636-49,I7WA38HY79Z,Lesley Hartfield
612,2013-03-20T20:14:24.166Z,177,10869,"Jonsson, Guangming",policychange,negative,Q509IW45K,6830 988 4636-49,I7WA38HY79Z,Lesley Hartfield
613,2012-04-29T18:01:27.063Z,177,10869,"Jonsson, Guangming",renewal,positive,Q509IW45K,6830 988 4636-49,I7WA38HY79Z,Lesley Hartfield
614,2018-05-28T20:40:34.844Z,178,10954,"Burnard, Ranga",other,negative,S229PS02F,9060 655 3445-98,W7GN90ML92X,Sueann Benning
615,2014-01-16T04:43:34.703Z,179,10701,"Zolotykh, Hyuncheol",policychange,positive,S229PS02F,1182 989 1752-96,W7GN90ML92X,Sueann Benning
616,2012-05-16T22:45:58.572Z,179,10701,"Zolotykh, Hyuncheol",renewal,positive,S229PS02F,1182 989 1752-96,W7GN90ML92X,Sueann Benning
617,2018-05-11T00:33:45.793Z,179,10701,"Zolotykh, Hyuncheol",beneficiarychange,negative,S229PS02F,1182 989 1752-96,W7GN90ML92X,Sueann Benning
618,2014-07-20T09:10:59.349Z,180,10865,"Etalle, Danco",question,neutral,F909CX94W,0396 854 5292-12,M0NB84PM22T,Stephen Federkeil
619,2018-01-07T09:31:08.723Z,180,10865,"Etalle, Danco",beneficiarychange,negative,F909CX94W,0396 854 5292-12,M0NB84PM22T,Stephen Federkeil
620,2010-10-24T19:31:48.858Z,180,10865,"Etalle, Danco",other,positive,F909CX94W,0396 854 5292-12,M0NB84PM22T,Stephen Federkeil
621,2014-11-29T02:42:16.845Z,180,10865,"Etalle, Danco",policychange,positive,F909CX94W,0396 854 5292-12,M0NB84PM22T,Stephen Federkeil
622,2014-11-06T16:46:52.042Z,180,10865,"Etalle, Danco",question,positive,F909CX94W,0396 854 5292-12,M0NB84PM22T,Stephen Federkeil
623,2018-03-07T20:23:36.757Z,181,10895,"Petersohn, Vishwani",policychange,negative,F909CX94W,7183 029 2060-67,M0NB84PM22T,Stephen Federkeil
624,2015-10-22T12:00:48.382Z,182,10869,"Jonsson, Guangming",other,positive,V469KW47D,8655 819 1773-37,H3IU73XG21N,Micaela Rodrick
625,2010-02-19T00:42:15.742Z,182,10869,"Jonsson, Guangming",other,positive,V469KW47D,8655 819 1773-37,H3IU73XG21N,Micaela Rodrick
626,2017-08-28T06:18:55.828Z,182,10869,"Jonsson, Guangming",policychange,negative,V469KW47D,8655 819 1773-37,H3IU73XG21N,Micaela Rodrick
627,2010-07-09T19:51:31.484Z,182,10869,"Jonsson, Guangming",policychange,positive,V469KW47D,8655 819 1773-37,H3IU73XG21N,Micaela Rodrick
628,2016-08-30T11:29:20.133Z,182,10869,"Jonsson, Guangming",question,negative,V469KW47D,8655 819 1773-37,H3IU73XG21N,Micaela Rodrick
629,2014-07-13T13:45:09.036Z,182,10869,"Jonsson, Guangming",question,negative,V469KW47D,8655 819 1773-37,H3IU73XG21N,Micaela Rodrick
630,2016-08-30T10:05:10.773Z,183,10817,"Rullman, Uri",complaint,negative,V469KW47D,3296 241 3036-82,H3IU73XG21N,Micaela Rodrick
631,2011-02-28T19:52:33.783Z,183,10817,"Rullman, Uri",complaint,negative,V469KW47D,3296 241 3036-82,H3IU73XG21N,Micaela Rodrick
632,2018-05-24T17:45:18.064Z,183,10817,"Rullman, Uri",cancel,negative,V469KW47D,3296 241 3036-82,H3IU73XG21N,Micaela Rodrick
633,2014-10-30T10:00:27.148Z,183,10817,"Rullman, Uri",question,positive,V469KW47D,3296 241 3036-82,H3IU73XG21N,Micaela Rodrick
634,2016-03-20T12:14:04.418Z,183,10817,"Rullman, Uri",cancel,negative,V469KW47D,3296 241 3036-82,H3IU73XG21N,Micaela Rodrick
635,2014-03-11T10:58:24.890Z,183,10817,"Rullman, Uri",other,negative,V469KW47D,3296 241 3036-82,H3IU73XG21N,Micaela Rodrick
636,2015-07-28T19:45:27.206Z,183,10817,"Rullman, Uri",other,positive,V469KW47D,3296 241 3036-82,H3IU73XG21N,Micaela Rodrick
637,2016-07-21T01:21:11.157Z,183,10817,"Rullman, Uri",question,positive,V469KW47D,3296 241 3036-82,H3IU73XG21N,Micaela Rodrick
638,2016-02-22T10:44:31.767Z,184,10771,"Kleiser, Guiseppe",question,negative,V469KW47D,6477 985 5010-74,H3IU73XG21N,Micaela Rodrick
639,2014-09-27T08:50:15.823Z,184,10771,"Kleiser, Guiseppe",question,positive,V469KW47D,6477 985 5010-74,H3IU73XG21N,Micaela Rodrick
640,2015-08-21T00:30:35.370Z,184,10771,"Kleiser, Guiseppe",beneficiarychange,positive,V469KW47D,6477 985 5010-74,H3IU73XG21N,Micaela Rodrick
641,2014-06-11T05:51:35.147Z,184,10771,"Kleiser, Guiseppe",question,neutral,V469KW47D,6477 985 5010-74,H3IU73XG21N,Micaela Rodrick
642,2017-06-27T01:20:36.871Z,184,10771,"Kleiser, Guiseppe",question,negative,V469KW47D,6477 985 5010-74,H3IU73XG21N,Micaela Rodrick
643,2016-09-02T02:51:24.449Z,184,10771,"Kleiser, Guiseppe",question,positive,V469KW47D,6477 985 5010-74,H3IU73XG21N,Micaela Rodrick
644,2015-11-23T01:59:05.422Z,184,10771,"Kleiser, Guiseppe",question,positive,V469KW47D,6477 985 5010-74,H3IU73XG21N,Micaela Rodrick
645,2012-04-18T00:50:22.044Z,184,10771,"Kleiser, Guiseppe",beneficiarychange,negative,V469KW47D,6477 985 5010-74,H3IU73XG21N,Micaela Rodrick
646,2011-10-10T15:48:47.924Z,185,10286,"Gopalakrishnan, Saddek",question,neutral,L670LF81L,2089 973 2525-50,F2UT64LH37C,Ivelisse Kottler
647,2016-08-03T17:39:32.478Z,185,10286,"Gopalakrishnan, Saddek",complaint,negative,L670LF81L,2089 973 2525-50,F2UT64LH37C,Ivelisse Kottler
648,2017-11-14T06:13:58.996Z,185,10286,"Gopalakrishnan, Saddek",policychange,positive,L670LF81L,2089 973 2525-50,F2UT64LH37C,Ivelisse Kottler
649,2012-08-30T19:25:51.787Z,186,10478,"Ushiama, Maik",renewal,positive,L414UX29M,7153 479 1780-21,A0LC38CV74S,Karin Spender
650,2012-11-04T13:59:10.904Z,186,10478,"Ushiama, Maik",beneficiarychange,negative,L414UX29M,7153 479 1780-21,A0LC38CV74S,Karin Spender
651,2015-08-09T09:34:00.931Z,186,10478,"Ushiama, Maik",renewal,positive,L414UX29M,7153 479 1780-21,A0LC38CV74S,Karin Spender
652,2013-12-17T03:08:34.300Z,186,10478,"Ushiama, Maik",policychange,negative,L414UX29M,7153 479 1780-21,A0LC38CV74S,Karin Spender
653,2013-01-09T04:43:42.171Z,186,10478,"Ushiama, Maik",question,positive,L414UX29M,7153 479 1780-21,A0LC38CV74S,Karin Spender
654,2010-05-31T15:49:59.978Z,186,10478,"Ushiama, Maik",other,negative,L414UX29M,7153 479 1780-21,A0LC38CV74S,Karin Spender
655,2011-11-12T16:04:07.800Z,186,10478,"Ushiama, Maik",cancel,negative,L414UX29M,7153 479 1780-21,A0LC38CV74S,Karin Spender
656,2013-01-13T05:43:43.447Z,186,10478,"Ushiama, Maik",question,negative,L414UX29M,7153 479 1780-21,A0LC38CV74S,Karin Spender
657,2014-08-20T12:51:39.185Z,186,10478,"Ushiama, Maik",question,negative,L414UX29M,7153 479 1780-21,A0LC38CV74S,Karin Spender
658,2014-08-04T10:44:11.739Z,187,10733,"Rodham, Sangeeta",policychange,negative,L414UX29M,3493 923 6043-09,A0LC38CV74S,Karin Spender
659,2015-05-04T08:44:29.260Z,187,10733,"Rodham, Sangeeta",beneficiarychange,negative,L414UX29M,3493 923 6043-09,A0LC38CV74S,Karin Spender
660,2017-06-05T05:21:20.038Z,187,10733,"Rodham, Sangeeta",question,neutral,L414UX29M,3493 923 6043-09,A0LC38CV74S,Karin Spender
